Date,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2011-01-31,12.57188709,79.90635308,35.48351601,59.6580343,25.64303283,52.83422229,46.99603562,46.75349137,26.91010162,37.48995566,43.60734932,134.7368927,14.10572761,48.36411877,65.38351907,24.26604712,37.90931831,19.32346125,26.35986352,49.56020564
2011-02-28,11.86250161,84.78260924,39.92922537,61.78794128,26.07959679,52.10303806,43.56793172,45.39550614,26.81821306,38.9498449,45.39240792,135.1641222,15.05252509,50.16557319,69.68152214,26.47112632,38.4241306,19.92731941,27.32190233,49.74019549
2011-03-31,11.75215276,91.7180952,39.33585554,62.12268039,27.2632545,53.31993457,43.92893321,42.87353358,26.41949564,38.45765367,44.78807113,136.1577305,15.88964577,48.37744484,68.54093836,28.45112388,38.9930353,21.49313767,28.5207507,49.26059436
2011-04-30,12.19354817,95.44857369,39.34498431,63.93517021,27.72353254,57.02857153,46.40178191,44.52251564,24.25328029,38.27092934,44.99658499,142.4283171,16.40600058,53.66018017,71.67754376,28.84071908,40.06934148,22.15960958,28.31842536,52.89782769
2011-05-31,11.76003482,87.50072868,38.00305561,67.0697996,27.45640689,58.87461181,46.91266636,39.92496288,23.73529695,36.26638143,44.70100293,141.676997,16.94437979,55.42012933,68.39723754,29.05381599,41.25077088,22.47292025,27.68129827,51.05664755
2011-06-30,10.86936194,88.04657443,35.63870504,69.35645698,27.85325774,58.73059231,45.14558295,40.40037556,23.47594051,34.33731859,43.13827345,143.8743197,16.27292418,54.78595636,66.68464347,28.25466174,41.39070942,22.3661098,27.90616666,48.89628147
2011-07-31,9.623996324,82.0518258,35.25529684,71.13314041,28.15128635,53.40206065,44.78027244,37.20835965,23.37554447,34.13032668,50.18212237,152.5126496,15.20570473,53.36112616,65.38176091,27.04580166,40.89315017,21.12203531,26.79552758,50.38210511
2011-08-31,8.764851689,75.58170005,31.09257924,74.86542075,29.16127222,54.1567275,45.52876826,30.1335307,21.93212156,31.69184352,49.45601863,144.8267785,15.1595228,54.6735171,61.07272938,23.63702033,44.17824642,20.55897353,27.45991088,56.73309516
2011-09-30,7.621952862,61.3291509,27.53236025,72.72073057,28.15522916,52.03013243,44.42457365,24.85894972,20.26830544,25.41422595,49.0049347,147.3204511,14.12119932,52.92030858,59.9258624,18.94825033,44.81486587,20.58784849,27.94206333,57.2972962
2011-10-31,9.206247097,78.88377714,31.84113811,76.88590108,28.47195465,52.91271141,48.55032404,30.65759211,21.77246244,29.57161007,52.01987168,155.5428312,15.3831617,53.50194174,64.43082191,22.85555866,45.48292332,21.47949939,28.4712265,60.82888491
2011-11-30,8.354984523,81.73982751,32.72662848,79.6892588,28.2166509,54.22817437,50.41632732,26.6775669,21.83339412,26.34731772,49.11802697,159.0162846,16.18977962,54.27642421,66.76086536,24.68327642,47.18119863,21.23766265,29.04865808,62.69480162
2011-12-31,8.481097497,75.66028169,34.81705373,83.70208684,29.36663786,56.21936515,51.47155887,25.54173162,23.26869072,28.28699755,52.04814475,155.5314597,17.45624469,54.99764988,70.34623257,25.83975325,49.25361412,22.16103929,30.88874005,54.90599633
2012-01-31,9.829607725,91.52843286,36.1168904,82.63422408,28.34256188,55.64319079,52.84964612,29.82295688,24.66177271,31.95946631,58.66404226,162.9071086,17.26264494,55.27439926,69.49968754,27.71130354,46.81594533,21.8722989,29.37298993,56.25096907
2012-02-29,9.797950373,95.79785848,38.98581563,83.40716674,29.3204705,53.76638757,50.88587179,32.35714687,26.5239608,33.62170129,69.71110034,167.0471931,17.21673768,55.06095208,72.18580833,30.07258531,46.61504408,22.74986819,29.7239683,54.37075207
2012-03-31,9.873136583,89.34758677,40.64774966,82.41582451,31.2877443,56.67937425,53.06239713,35.49380907,29.02661685,39.3966826,77.05053132,177.1686923,18.4555278,55.80547632,72.37774747,28.12926982,46.87178787,23.22583797,29.81756254,47.20863151
2012-04-30,8.966944889,86.57148164,40.02568497,81.86974616,32.26429732,56.38038735,51.0768924,32.09009359,28.4102051,37.06945403,75.04956931,175.8355754,18.66335114,55.07787308,72.05228544,26.03510336,47.69818194,24.82332309,31.91260125,43.8753909
2012-05-31,8.394586705,73.80941151,42.43966736,75.644453,31.59212446,58.41741484,57.45237664,25.75186257,27.42823034,28.59126107,74.2463572,164.4860826,17.99857419,53.32952963,66.06965259,22.25175466,48.92472406,25.77371468,32.90838821,43.4242064
2012-06-30,7.62349304,71.52655936,45.03005616,74.9586235,33.28054608,60.83676541,60.85657398,26.62612422,28.61778541,30.81646329,75.05213959,166.7713221,18.92854167,57.71172548,71.90105776,22.84132343,50.40802832,26.89759044,35.12124813,44.97819539
2012-07-31,7.345263367,71.38390178,45.62426721,75.66138706,34.39145828,62.61899162,64.96779693,26.3541317,28.93442957,31.3089431,78.49117256,167.1124027,19.78444095,59.12974597,72.97659071,23.64528085,52.28039599,28.95736814,36.07602168,41.23233043
2012-08-31,7.465153411,72.3333136,45.93065728,76.36942938,31.83763712,62.36069797,63.70942477,28.87137225,29.31214844,32.30039297,85.85759412,166.8584242,19.81675512,58.12044509,73.82876879,25.00551598,49.60516112,27.97990424,34.31777516,46.99020702
2012-09-30,7.88077223,72.93517289,48.53961517,78.29807963,32.50808376,61.38926826,64.76247311,31.79640861,29.74282943,35.20516713,86.09829584,177.6483454,20.63899265,59.39611258,77.33838381,26.57847259,49.00780435,28.78936654,36.41967895,52.30424112
2012-10-31,8.959782627,72.32410274,45.60569811,74.07382356,31.86529275,60.06207339,65.83307226,36.33458796,29.01928536,36.51494247,76.83353817,166.5843945,20.65560351,61.04241319,77.1015905,27.01890044,49.40876985,26.72141704,36.06692724,50.96430385
2012-11-30,9.192608519,72.69079728,46.10706369,74.93992109,32.72015687,60.90349759,63.2004514,33.60304066,28.62363466,35.9892955,75.89648521,163.488846,20.96933021,60.62996817,75.02097354,27.88040512,46.14830059,26.36605851,35.64679278,43.97048494
2012-12-31,10.39688038,76.86014015,46.93446525,75.94727067,31.2791584,59.81713268,60.20674599,38.4534651,29.63816519,38.52037324,69.00979469,164.761869,21.0190297,60.95168175,73.66763399,27.70869436,45.94150591,26.04160071,34.96003454,43.70014354
2013-01-31,10.47232944,84.39231981,50.78989733,82.04302712,32.133403,63.6808142,61.72448896,40.99046065,30.41770542,41.4963714,59.06590017,174.6708052,23.06290533,64.27315714,76.57859076,30.37472986,47.04992539,27.22800705,35.65575616,40.42545578
2013-02-28,10.19738025,79.22876899,51.45917771,83.23236034,33.41045554,66.70494492,62.45688819,40.80573135,30.6360352,43.14564269,57.56272831,173.4745047,23.13899263,66.70677259,76.71341113,30.42381242,49.33392384,28.10456261,38.04316291,37.91297983
2013-03-31,10.63406425,74.59701244,53.54243074,86.52173099,35.1477847,69.64535031,66.45559761,43.01276042,32.30407474,41.85797633,57.72704421,184.2459386,24.39866012,71.4571432,77.19313765,30.62361059,51.03134529,28.71502095,40.18528813,39.84935989
2013-04-30,11.08692174,73.0935859,59.23602725,88.64810516,36.79044823,72.60336291,69.02217087,45.36562842,33.16866069,43.50180713,57.74269334,174.9515818,24.57619714,74.70001613,76.23368461,29.67002841,53.22210597,29.66834252,44.53631739,30.82165816
2013-05-31,12.77477808,74.06908788,59.46226287,84.4787053,34.75667434,71.10674939,66.86369005,50.55863271,35.68939586,48.4546756,59.04131385,180.518558,23.21294065,74.33810199,78.03790553,31.38215623,48.20568959,27.71210104,40.05046683,32.61007536
2013-06-30,12.6036873,71.21164404,59.52824826,86.60445091,35.10264094,72.50795244,66.55099241,46.6493097,36.32309167,46.8569761,52.05654926,165.8441574,23.87787247,75.82168493,77.93439554,31.5555383,49.25308848,28.03682129,41.58705652,28.78516304
2013-07-31,13.83391147,72.07520614,60.9422209,85.79964187,35.07638616,74.05935135,69.63329773,50.70450298,38.28578841,49.82256123,59.40824209,169.2545888,25.12248846,82.56845494,80.86717855,33.17985462,50.59612417,28.28715625,41.28799239,28.8332184
2013-08-31,13.26842575,71.75355825,57.3413039,83.21545375,33.41358342,70.6817343,65.59800796,47.00828963,36.4065426,45.17376672,64.38499372,158.9697603,24.24582277,76.87703303,75.70485748,31.60171644,47.98890994,27.13225109,39.53567259,30.53437828
2013-09-30,13.82571602,72.50117226,60.79139715,84.8469564,33.39251039,70.98074288,66.47888009,47.18336705,36.61923905,46.21080549,63.00192472,161.5077644,24.688453,77.12614273,74.73205527,32.01475078,47.05866075,27.12423091,38.94739379,27.22166108
2013-10-31,14.1032741,72.97286241,64.65625571,85.12034332,34.88230296,75.07887634,68.9866691,47.45570972,37.8333813,46.41283827,69.07442487,156.3009313,26.37302629,82.39303354,77.84154804,32.36353534,49.68725479,29.42762219,42.63254835,26.40791747
2013-11-30,14.07854598,74.05835125,66.49442014,86.58656775,35.67568362,75.40922697,72.81576631,51.48331608,39.2878428,51.527796,73.91421544,157.5416732,27.48251511,84.80042241,81.75048725,33.25160882,47.6243875,28.62283362,41.8813512,24.05387347
2013-12-31,12.71849909,79.49454937,72.90783832,86.28422172,36.66988032,74.56057516,71.14483808,50.69530614,40.51949257,52.66245212,74.57218182,164.4595483,26.52976483,82.05018686,88.50181118,32.56886214,47.68476981,28.58218774,41.47621116,22.50098523
2014-01-31,12.43210008,82.74435409,69.29107513,83.74095804,33.57189237,72.24123246,67.51933547,46.15191311,40.46594258,50.17827109,66.54100428,154.9113024,26.3305534,79.25515921,80.5961158,30.25305919,46.934304,27.45031374,40.97379923,21.1038333
2014-02-28,12.78943986,85.44052834,77.11626197,85.33325127,33.90920911,71.98053114,67.53741778,47.31957694,41.7108497,51.50161422,70.36541176,163.2382739,28.04756965,83.12011532,84.78105413,31.08490432,48.91619779,26.30517761,40.59836251,22.72570197
2014-03-31,12.96395463,87.55517481,76.41008657,87.91611794,34.58961813,75.5891965,69.54627774,46.31733215,44.69404705,55.02750791,71.7694039,169.6912855,28.05630449,88.63318419,86.0227835,32.95927766,46.82165944,28.8920319,40.58982985,23.04264466
2014-04-30,13.52489498,93.40957191,75.71345408,90.9204941,36.49535757,77.75276751,72.53086221,46.61897864,44.60419171,51.05904313,78.90302111,173.1998902,27.32257797,91.39423014,90.18830117,33.54385944,50.64419193,29.79463658,40.31143457,24.40908136
2014-05-31,13.76775687,90.60019485,80.16999342,91.69241193,36.60272317,79.96160152,70.28575692,46.29783237,45.95188721,50.68508444,85.11426173,163.4686202,26.11320904,92.18236143,89.13185315,34.19849135,48.55938213,29.60268234,43.09778026,22.50196827
2014-06-30,14.4377207,96.30757286,81.82091698,91.06865403,38.18604263,81.48181266,68.72934443,45.84040162,47.56264655,52.55487791,87.46868626,160.728774,26.15727453,95.05340679,89.26484607,37.23960105,50.96925512,29.51087814,42.20925516,25.03618656
2014-07-31,14.35552447,89.85588455,81.95451773,85.4819528,35.41854615,80.35088085,67.36519466,47.61172924,46.06047773,52.96595411,89.9817756,169.9502627,25.51834602,90.93763607,87.72212823,36.14815984,49.51273847,30.08706474,43.96736465,24.51459934
2014-08-31,14.68447009,97.27624147,85.77168204,85.45156605,37.60910525,84.35474427,69.57018228,50.27899847,46.87458846,54.60076247,96.95620681,171.5174206,26.13185329,94.88466691,88.79946111,39.10054401,51.67625165,29.55447551,43.44415127,26.65999583
2014-09-30,12.47463025,88.32186846,84.96053463,86.44540096,38.73608219,85.50154658,70.46399786,50.44448597,47.26642502,55.32632348,95.30085693,169.3143627,26.29189867,97.5007871,83.96932754,35.25520387,50.57827636,29.79118184,43.59239506,22.70632795
2014-10-31,11.99101063,91.12353154,87.20311866,85.4606838,38.02782752,88.33047304,70.27970599,52.11889976,48.37814738,55.92435923,102.158735,146.6326778,26.62977224,98.58931264,86.34421761,33.20122951,56.55911736,29.838475,44.30238768,18.4802912
2014-11-30,13.38669959,90.39569345,88.28146758,89.04871229,40.98680535,91.94010971,80.66455307,52.54730096,49.96937879,55.62846315,112.9839974,145.6291155,27.93646021,99.66185885,81.41300055,27.30272261,56.93032019,30.30095424,44.60214513,18.12565875
2014-12-31,13.19096273,82.24570399,91.01129651,86.18804195,38.60055592,87.43031523,79.58212579,52.68361043,50.28122881,57.86617726,104.8614616,144.0755706,27.93646021,96.27381598,83.13046058,26.70795375,59.50863714,28.76792122,41.24309842,18.64191524
2015-01-31,12.64851065,72.45483283,87.89030184,85.02905654,37.64057052,86.70912608,78.74812587,45.72195404,47.62133163,50.60570827,111.30249,137.6728106,28.02614387,92.19527525,78.6075161,25.1124627,62.45657296,28.59359879,41.25499435,24.80656975
2015-02-28,14.05007913,75.10948657,100.567531,91.74821877,39.58796948,91.51705374,77.77512596,51.04887819,50.58538903,57.0268077,122.5157567,146.4432795,31.04816442,95.03617604,80.21498557,26.48929848,57.50013564,30.01806726,44.63048503,25.97045652
2015-03-31,13.87810754,72.50919434,101.3501953,90.39379613,37.37528296,89.00518334,76.68117132,50.172419,50.22531782,56.37539182,118.6722373,145.1410791,31.47335782,93.26543078,77.00783571,24.82539782,55.5512872,28.35908264,43.89040419,21.43813457
2015-04-30,13.71296328,79.36878459,105.0509413,89.56815493,37.38450005,88.53977242,72.76553704,51.92533737,50.87159948,59.26217395,119.3589207,154.8985386,30.69534437,91.96750232,79.15499536,29.5698917,56.05215946,30.52066685,46.03362883,26.15827658
2015-05-31,13.16618057,77.94365448,106.6452574,89.77702772,37.75318348,89.75914902,69.67840525,52.71485393,52.01838127,61.62291815,124.7673532,154.5883093,31.70024371,93.51880871,77.83835065,26.04818338,56.91585552,30.43255869,45.1209875,26.89888464
2015-06-30,13.02731512,77.48688201,110.2880283,88.97218831,36.4561924,87.52336333,66.54489409,53.84557196,52.27865909,63.4777886,120.1177869,148.2188883,30.58731429,91.01600855,76.01115932,25.42547947,53.27117913,31.29601867,42.53821252,23.09109731
2015-07-31,12.99802532,72.49238588,116.6149686,93.45495661,38.17538577,90.3457902,67.52997994,57.03267941,53.79384782,64.61410604,116.1673314,147.6083715,32.89527448,93.58418035,72.36591262,20.12770624,58.52650797,31.02228821,43.20670369,16.97235192
2015-08-31,12.15661573,70.47333049,99.00610833,89.7107105,36.53982883,87.13891316,61.13299631,52.17426779,49.89609396,60.43724204,108.4764369,135.8808858,29.62203895,88.4549337,69.38649783,16.76429394,58.46481912,29.64709179,42.48643806,16.87350305
2015-09-30,11.89367523,60.25820095,99.31708158,93.02458752,37.60593564,89.10089993,61.23688368,48.39875514,48.04358569,57.48609434,105.7731841,133.1979986,28.87735082,87.86197128,68.56573782,14.93175978,62.12642121,29.09344128,40.17789437,15.90989683
2015-10-31,13.11056105,68.02365562,110.5315544,105.9779757,39.69619577,96.5558957,54.0592107,51.92017035,50.65393825,61.01699702,114.9603957,128.7050814,31.09302784,95.09046554,76.30301476,17.82115226,61.10414651,30.348562,43.84759332,19.26612274
2015-11-30,12.68564077,67.70678971,110.2691707,108.6210094,40.25479829,94.63781694,55.57029975,52.81854455,51.90632061,63.32472158,114.2953888,129.3032198,30.37478434,95.9854859,75.97786166,17.02510788,58.35710184,30.4934671,42.51009207,18.22658374
2015-12-31,12.47318063,63.33590404,102.7704295,112.4079017,40.57592995,95.07775349,58.37976649,50.53354928,51.20921213,62.707429,101.69681,127.6338339,29.92059928,97.38867159,72.52601416,12.24135398,60.34772221,31.16365319,43.23028505,17.83348596
2016-01-31,10.92668149,58.75111621,93.71395659,117.7742515,40.53814976,94.48779946,63.19871622,41.63057402,47.31859318,56.89681202,94.04491245,115.7348214,28.26143346,99.0194009,72.43297245,9.460553952,65.15525819,33.11822878,47.31783287,19.78634684
2016-02-29,11.44830699,63.90505411,93.42055034,112.3517533,40.73649578,93.07952208,63.17966899,37.98374356,44.54866359,53.8368154,93.9197812,122.7661484,27.77944115,100.4676786,75.25273002,8.035934936,66.36021589,33.93562267,48.03749572,25.6052775
2016-03-31,12.35428812,72.24952498,97.12724932,120.4912394,44.15486166,98.21036078,65.71019659,40.81908092,45.915886,56.62906231,105.8673798,141.8982918,27.75135274,103.3229049,78.48254151,10.90381427,72.62562122,35.97451529,51.20969385,26.37419544
2016-04-30,12.54546103,74.08153126,100.9904316,121.2677982,42.6414702,98.67036247,64.15594752,45.29648778,47.45401121,60.88411166,91.05430023,136.7357987,30.62573374,107.0280146,82.99864421,13.79126958,70.71092852,36.09596351,48.74557149,34.69923305
2016-05-31,12.48069832,69.11543788,97.03922744,117.0206929,42.45110649,96.9549395,68.41852516,45.58032489,48.53052891,62.87825899,97.59193853,145.4130105,32.78286067,108.3747982,84.28660051,12.84294565,70.06942151,36.4028071,48.70729464,32.15905471
2016-06-30,11.62953135,72.26094808,95.66999827,116.2191152,43.48062101,102.2783818,70.58379072,41.48915551,45.28686777,59.86295409,93.4286934,143.5591696,33.26468369,116.6550983,88.75562718,14.74924363,76.93672217,40.17791302,53.43448591,38.84486645
2016-07-31,11.83955957,79.64656917,94.51813599,113.6212307,41.84997782,105.1553837,70.5354589,43.03461918,45.89924038,62.10876289,101.8431395,151.9203704,34.85186542,120.4346081,84.22032257,13.40304351,76.59240069,40.70058481,53.55550175,43.69054509
2016-08-31,11.78344791,78.86704137,93.0503713,112.561134,41.65813745,103.7868769,69.52341868,46.89506322,48.99535989,65.53605589,104.2484772,151.5729626,33.15682573,115.5357967,83.22268439,14.80859699,72.60525343,38.43474029,50.57858522,37.97105555
2016-09-30,11.28779494,85.430473,91.47424813,112.2691718,40.92946164,105.7508066,70.18517574,46.39408957,42.70697905,64.65253276,111.0771946,151.5443423,32.27073815,114.3643679,83.35639079,15.58747792,72.65349612,38.18089049,50.24029925,39.03866678
2016-10-31,11.1181578,81.03415161,91.30678505,109.553924,41.00683302,104.224386,68.14151422,48.28010803,44.37552182,67.72949542,111.5586437,146.6216555,30.21272827,112.2925847,79.57440973,12.99449456,72.89470959,35.01336202,47.02423494,36.80305975
2016-11-30,11.32650488,92.78245301,97.64083001,116.9785378,39.35611033,98.05307735,68.5405148,55.57588123,51.46876649,78.39840669,109.1549165,156.1556479,30.92864893,108.4993285,84.10848454,17.86544067,67.96635118,36.76450598,48.78397761,32.23248537
2016-12-31,11.48750035,90.04441913,103.4393258,119.3814674,40.43876913,102.4904444,67.74204497,58.57199187,53.59870977,84.38316719,114.3894538,159.7847121,31.25583439,112.3109401,86.96027279,17.12352038,71.7752724,40.4761698,52.18614679,33.9033184
